Code, Area (square meter), Latitude, Longitude
53033031705,5049496,47.3823314,-122.1152699
53033031706,4168149,47.364007,-122.1167425
53033031800,24903607,47.4085335,-122.1178188
53033031903,11736797,47.4821782,-122.110871
53033031904,18942608,47.4643625,-122.0637746
53033031906,10810185,47.4362438,-122.0943078
53033031907,5531333,47.4532903,-122.130477
53033031908,1827094,47.4471071,-122.1427639
53033031909,1916059,47.4378388,-122.1434772
53033032002,27600238,47.4251944,-122.0520304
53033032003,122146108,47.4409399,-121.9259862
53033032005,6296644,47.3732236,-122.084836
53033032006,7614213,47.3499202,-122.0803474
53033032007,11493403,47.3907811,-122.067078
53033032008,2292759,47.364506,-122.0492466
53033032010,4837911,47.3780303,-122.0233193
53033032011,3349737,47.3671108,-122.030164
53033032102,79057909,47.4851507,-121.9657839
53033032103,4007614,47.5388094,-122.0482836
53033032104,22475754,47.5051213,-122.0531547
53033032203,10073200,47.5954515,-122.0694737
53033032207,4627639,47.5834873,-122.0602972
53033032208,10911854,47.5605812,-122.0461488
53033032210,41785785,47.5511781,-121.9640487
53033032211,2975615,47.5798198,-122.0193628
53033032212,3372135,47.569504,-122.0082855
53033032213,4137374,47.586805,-121.9887226
53033032214,6683460,47.6028805,-122.0215
53033032215,16009904,47.6062193,-121.9865085
53033032307,11753127,47.7580051,-122.0907595
53033032309,6164093,47.6856238,-122.1338163
53033032311,23584832,47.7515039,-122.0387481
53033032313,13023123,47.6705092,-122.089013
53033032315,44497086,47.6759251,-121.9890964
53033032316,6230965,47.6392206,-122.0712475
53033032317,4393971,47.6276169,-122.0479843
53033032318,7326175,47.6364848,-122.0365282
53033032319,6833878,47.7596618,-122.1475811
53033032320,9614160,47.7564769,-122.1244452
53033032321,12662428,47.7179133,-122.1263093
53033032322,4625049,47.726004,-122.0978452
53033032323,3291832,47.6986018,-122.1117667
53033032324,2048589,47.6855267,-122.1199841
53033032325,2212935,47.6864819,-122.1049565
53033032326,10460421,47.700761,-122.0785848
53033032327,16120164,47.7100617,-122.0434083
53033032328,8504237,47.6641638,-122.0461286
53033032329,9669025,47.6836611,-122.0297142
53033032401,56075453,47.7463169,-121.947874
53033032402,25135990,47.7050513,-121.9486574
53033032500,214233884,47.7019699,-121.8306143
53033032601,61320368,47.5815307,-121.8699449
53033032602,30193714,47.5350747,-121.8783343
53033032702,510723379,47.4631766,-121.4990586
53033032703,10276658,47.5144259,-121.8179472
53033032704,17087220,47.494074,-121.771674
53033032800,1390392370,47.6530738,-121.4312774
53033990100,0,47.5114467,-122.4154275
53035080101,2222364,47.5971819,-122.6482136
53035080102,2352104,47.5919702,-122.6378825
53035080200,2488271,47.5975999,-122.6212773
53035080300,1665513,47.5830335,-122.6219546
53035080400,2834069,47.5858665,-122.6024334
53035080500,1047524,47.5663845,-122.6236057
53035080600,2338312,47.5794687,-122.6494564
53035080700,3813823,47.591731,-122.67488
53035080800,1079560,47.5874575,-122.6914367
53035080900,13703378,47.5545906,-122.6956931
53035081000,3143655,47.5537558,-122.6691376
53035081100,1496008,47.5649675,-122.6575808
53035081200,866673,47.5672155,-122.6427904
53035081400,1700695,47.5608248,-122.6305585
53035090101,46128025,47.8586518,-122.5704821
53035090102,48670692,47.8201614,-122.5111756
53035090201,16525608,47.7826635,-122.6720419
53035090202,52223443,47.8017003,-122.611808
53035090300,28765393,47.7245503,-122.7160114
53035090400,22885548,47.7155912,-122.6722681
53035090501,5791508,47.742662,-122.6453605
53035090502,7035969,47.7402073,-122.6267559
53035090700,16564017,47.6852765,-122.5277148
53035090800,18696125,47.6692046,-122.5598851
53035090900,7642976,47.6333101,-122.5117509
53035091000,28617811,47.6133852,-122.543901
53035091100,19894613,47.6756645,-122.6317547
53035091201,5792121,47.6484942,-122.7008884
53035091203,6114906,47.6706236,-122.6645449
53035091204,3575682,47.6476102,-122.6745265
53035091301,35051848,47.6152125,-122.8198809
53035091302,34238842,47.6522391,-122.7423623
53035091400,8212944,47.6019181,-122.689175
53035091500,5085439,47.6289311,-122.669034
53035091600,5122361,47.6396874,-122.6496358
53035091700,7387770,47.642577,-122.6193665
53035091800,6609695,47.6083906,-122.6021165
53035091900,3957534,47.6136699,-122.6522303
53035092000,190057301,47.5635284,-122.8504366
53035092100,69534157,47.4933032,-122.721945
53035092200,5518652,47.5289923,-122.6484447
53035092300,7443781,47.5189436,-122.625002
53035092400,6106261,47.5212725,-122.5964115
53035092500,12153465,47.5538649,-122.5931152
53035092600,12013863,47.5564833,-122.5491213
53035092701,24488805,47.4903542,-122.5751327
53035092704,17955506,47.5064576,-122.5168074
53035092801,11707855,47.4951928,-122.6135979
53035092802,26483048,47.4534918,-122.5753279
53035092803,18026699,47.4150138,-122.5864467
53035092901,71125275,47.4303863,-122.7206306
53035092902,27583736,47.4341433,-122.6417881
53035940000,13611391,47.7552727,-122.5114837
53035940100,28153502,47.7321188,-122.5802904
53035990100,0,47.520236,-123.038404
53037975100,1766880385,47.3623847,-121.0393849
53037975200,1539574724,47.044086,-120.9164707
53037975300,1536290237,47.136491,-120.326724
53037975401,6369833,47.008078,-120.5198838
53037975402,14185847,46.981379,-120.5169294
53037975500,16152103,47.0198463,-120.5839142
53037975600,8103792,46.9830278,-120.5539698
53037975700,1062420033,46.8620898,-120.2290825
53039950100,3308916420,45.9059271,-120.5528578
53039950200,906391775,45.7833556,-121.1252466
53039950300,632207826,45.8749299,-121.4786823
53041970100,450804105,46.6810055,-123.1792206
53041970200,34098512,46.6941176,-123.0044156
53041970300,14937776,46.7490865,-123.0037407
53041970400,35905644,46.7385084,-122.9357535
53041970500,2348782,46.7295626,-122.9653186
53041970600,1168647,46.717403,-122.9679788
53041970700,12839982,46.7044996,-122.9284675
53041970800,37795445,46.6688813,-122.9267597
53041970900,1865225,46.6545114,-122.9680228
53041971000,9669921,46.6376786,-122.9480751
53041971100,352343918,46.6597225,-122.7848072
53041971200,142674532,46.5126651,-122.7287697
53041971300,106700718,46.5334909,-122.8783078
53041971400,54790193,46.6131369,-122.9633237
53041971500,707082363,46.5109989,-123.1649688
53041971600,182691300,46.4313125,-122.9917074
53041971700,667802676,46.4600455,-122.5150257
53041971800,1119140144,46.6702665,-122.289677
53041971900,540038484,46.5148965,-122.1671403
53041972000,1748452634,46.498365,-121.6782267
53043960100,4942243,47.6505945,-118.1579558
53043960200,1409927227,47.7143308,-118.1100198
53043960300,1910302792,47.7226741,-118.6888798
53043960400,2659086690,47.397694,-118.3662834
53045940000,21255690,47.3333185,-123.1575681
53045960100,923633971,47.4613839,-123.3128167
53045960200,588537111,47.280939,-123.2804675
53045960300,228293628,47.4443345,-122.9860811
53045960400,119819650,47.393598,-122.8491775
53045960500,124909910,47.3193056,-123.0688304
53045960600,50205028,47.2402194,-123.1521196
53045960700,1936147,47.2244603,-123.1194547
53045960800,13562638,47.2335745,-123.090368
53045960900,5661754,47.2015548,-123.108283
53045961000,58621382,47.1895037,-123.0152277
53045961100,105840446,47.2306537,-122.9651489
53045961200,65367587,47.2986031,-122.9635943
53045961300,177162056,47.118232,-123.1667533
53047940100,924245296,48.2528216,-118.9373206
53047940200,1748037677,48.3176297,-119.2787561
53047970300,3285782336,48.7873839,-119.3068549
53047970400,585535238,48.7004711,-119.4968208
53047970500,1033040002,48.5276129,-119.7256116
53047970600,40293004,48.4256903,-119.5217102
53047970700,87521903,48.3017753,-119.7535526
53047970800,540888834,48.197529,-119.8475182
53047970900,3821118812,48.7033882,-120.3722518
53047971000,1572846198,48.2589121,-120.1420149
53049950200,401391592,46.7440073,-123.6825273
53049950300,376790070,46.6541745,-123.9011591
53049950400,1502696365,46.4979194,-123.6740272
53049950500,62979553,46.3514267,-123.9924573
53049950600,3297027,46.3483499,-124.0591663
53049950700,26560363,46.4312069,-124.0320596
53049950800,42157204,46.5827228,-124.0272568
53049990100,0,46.5287657,-124.1095524
53051970100,1741348120,48.7166048,-117.2526299
53051970200,1209324192,48.4859383,-117.3043923
53051970300,92634343,48.1985341,-117.1089562
53051970400,416785491,48.1559487,-117.3308855
53051970500,166541014,48.1051127,-117.1154811
53053060200,15723797,47.2668489,-122.4078355
53053060300,5515503,47.306805,-122.5268439
53053060400,2537792,47.2852555,-122.4851483
53053060500,2116836,47.275214,-122.4746683
53053060600,2130220,47.2733562,-122.4580971
53053060700,2105866,47.261373,-122.4785267
53053060800,2583067,47.265596,-122.4963465
53053060903,2313031,47.2860173,-122.5263961
53053060904,1948487,47.2808047,-122.5099314
53053060905,3038716,47.2665694,-122.5335814
53053060906,1573421,47.2633152,-122.5097996
53053061001,2874166,47.2539313,-122.5484041
53053061002,3029116,47.2462062,-122.5223595
53053061100,4353613,47.2455764,-122.4936719
53053061200,1890514,47.2490842,-122.4745331
53053061300,1574643,47.2500153,-122.4589966
53053061400,927202,47.2502459,-122.4483265
53053061500,1171144,47.2621977,-122.4494504
53053061601,761485,47.2542281,-122.4402346
53053061602,1056965,47.2401506,-122.4377414
53053061700,2641463,47.2378473,-122.4584483
53053061800,1383817,47.2267872,-122.4518338
53053061900,1039865,47.2276734,-122.4341708
53053062000,2065341,47.2293124,-122.4184094
53053062300,2455989,47.2142233,-122.4167847
53053062400,2266569,47.2145262,-122.4337774
53053062500,2900393,47.2149287,-122.4522054
53053062600,6946140,47.2203846,-122.4773836
53053062801,3760443,47.2221563,-122.4973587
53053062802,3005552,47.194001,-122.4964605
53053062900,2981031,47.2003326,-122.4786274
53053063000,2204911,47.1971869,-122.4677762
53053063100,2341221,47.1974147,-122.45178
53053063200,2361069,47.1989933,-122.4321664
53053063300,3382433,47.1990056,-122.408661
53053063400,3860357,47.1809619,-122.4314571
53053063501,1915152,47.186447,-122.4512342
53053063502,1927547,47.175076,-122.4516633
53053070100,1896402624,46.9558662,-121.8164224
53053070203,35552914,47.1276265,-122.1904435
53053070204,5175169,47.1424677,-122.1276898
53053070205,19200296,47.1593963,-122.0886541
53053070206,38984521,47.1095713,-122.0921198
53053070207,32759304,47.1508943,-122.0115296
53053070307,27784532,47.2120409,-122.1281966
53053070308,3220652,47.1825061,-122.176961
53053070309,11565098,47.185835,-122.1480816
53053070310,5623195,47.1607635,-122.1650031
53053070311,4985129,47.1573307,-122.1379143
53053070312,8306608,47.1665442,-122.2056827
53053070313,13820612,47.2078839,-122.193698
53053070314,4181506,47.2247289,-122.1859129
53053070315,9755610,47.239506,-122.166015
53053070316,3495752,47.2464515,-122.2155896
53053070401,9393193,47.1679233,-122.2248326
53053070403,13951275,47.0801751,-122.2071325
53053070404,4987154,47.1116228,-122.2200468
53053070703,5697065,47.2489124,-122.3177058
53053071100,6512495,47.1750181,-122.3742621
53053071205,7823639,47.1871648,-122.3417554
53053071206,7884522,47.1661273,-122.323965
53053071207,4852563,47.1609895,-122.2813654
53053071208,3674991,47.1444308,-122.2782321
53053071209,2324686,47.1635255,-122.264972
53053071210,8636542,47.1707138,-122.2423902
53053071304,5346849,47.1369786,-122.310162
53053071305,9953801,47.1506822,-122.386232
53053071306,12236869,47.1240725,-122.3793226
53053071307,5202533,47.1493363,-122.3334484
53053071309,4133685,47.1150433,-122.3403114
53053071310,6498038,47.1290607,-122.3413479
53053071403,5109683,47.1086836,-122.4515591
53053071406,16445697,47.0733893,-122.3822005
53053071407,8440957,47.0618192,-122.3511337
53053071408,2923852,47.1098273,-122.4204449
53053071409,2125874,47.1007056,-122.4174613
53053071410,5863793,47.0857643,-122.4199421
53053071411,3379354,47.0718234,-122.4088552
53053071503,5647525,47.1333392,-122.4519069
53053071504,2651531,47.145689,-122.4452788
53053071505,4495145,47.1323769,-122.423571
53053071506,3933198,47.1216372,-122.4054263
53053071601,4032413,47.1797628,-122.4100405
53053071602,4693479,47.1599423,-122.4182984
53053071703,871093,47.1709835,-122.463994
53053071704,1352354,47.1638203,-122.4667716
53053071705,2389700,47.1641662,-122.4433982
53053071706,1610389,47.1564837,-122.4672129
53053071707,1269297,47.1547534,-122.4423064
53053071803,4608947,47.1847572,-122.5078991
53053071805,1349186,47.1599265,-122.5002916
53053071806,1681328,47.1444655,-122.5051427
53053071807,4143029,47.1696254,-122.4954777
53053071808,1956232,47.1783805,-122.4746903
53053071901,4157487,47.1580824,-122.5177253
53053071902,6217247,47.1530137,-122.5374064
53053072000,2633971,47.1229256,-122.5401796
53053072105,4668540,47.1871468,-122.553261
53053072106,3412556,47.1861705,-122.5339354
53053072107,4886679,47.1707661,-122.5576655
53053072108,3224709,47.1454232,-122.5576115
53053072109,3994640,47.1689736,-122.6122864
53053072111,1946904,47.1661679,-122.5908409
53053072112,2407939,47.1605593,-122.5773633
53053072305,4066566,47.2311155,-122.5158341
53053072307,1953748,47.2165495,-122.5529414
53053072308,7643686,47.2057027,-122.5747949
53053072309,3271577,47.23141,-122.564052
53053072310,2098990,47.2295839,-122.5435661
53053072311,2443694,47.2314065,-122.5306262
53053072312,2458910,47.2043152,-122.5203159
53053072313,2558620,47.2136116,-122.5174316
53053072405,12240353,47.2956448,-122.6750715
53053072406,16778319,47.3077678,-122.6229438
53053072407,5503657,47.2983847,-122.5634327
53053072408,15323282,47.2877797,-122.5899163
53053072409,5871769,47.2832879,-122.6150485
53053072410,13437711,47.2576862,-122.6465524
53053072503,16417163,47.3845845,-122.6607379
53053072504,15036914,47.3409048,-122.633045
53053072505,21680406,47.3769849,-122.5993723
53053072506,15316879,47.3689225,-122.548231
53053072507,4142049,47.3287892,-122.5856632
53053072601,44255164,47.3762038,-122.7506193
53053072602,43248107,47.3084173,-122.7610668
53053072603,90750064,47.2094984,-122.6842971
53053072800,17643569,47.1041405,-122.6651722
53053072901,18313382,47.1296327,-122.4909192
53053072903,26606437,47.1293195,-122.6014267
53053072905,5832553,47.0908898,-122.6066684
53053072906,227973149,47.0301896,-122.5501899
53053072907,16198911,47.1061131,-122.5398573
53053073001,64397293,46.969881,-122.4998788
53053073005,53777746,46.9733128,-122.3874177
53053073006,119198276,46.8987367,-122.4185317
53053073108,9900973,47.0940823,-122.3370529
53053073110,5672822,47.1336467,-122.2531473
53053073111,3722814,47.1222681,-122.2774266
53053073113,18494398,47.0719425,-122.2649319
53053073114,6903398,47.038046,-122.3764485
53053073115,6850710,47.0394147,-122.3483495
53053073116,16086256,47.0237808,-122.321944
53053073117,49431874,46.9682193,-122.3282624
53053073118,30926838,47.0450319,-122.2371097
53053073119,95934566,46.9720036,-122.2137899
53053073120,3303439,47.1162168,-122.300881
53053073121,2849846,47.1034973,-122.3054333
53053073122,5032200,47.1057867,-122.2741688
53053073123,9568242,47.0903198,-122.2431361
53053073124,3917609,47.0645059,-122.304125
53053073125,6257536,47.0793128,-122.316583
53053073126,1403617,47.0907184,-122.3014937
53053073200,547480393,46.8389981,-122.1303032
53053073301,14520022,47.2272148,-122.2362644
53053073302,2963830,47.1972462,-122.2371882
53053073404,6370782,47.1826415,-122.3069138
53053073405,2970132,47.1759933,-122.2763304
53053073406,4354388,47.1839926,-122.2645159
53053073407,2355472,47.1983845,-122.2976951
53053073408,2731588,47.1994555,-122.3202118
53053073500,16362916,47.2320641,-122.273831
53053940001,3030015,47.3053995,-122.4435979
53053940002,13422780,47.2491204,-122.3642206
53053940003,4064430,47.2287315,-122.3450761
53053940004,17903047,47.2050049,-122.3726612
53053940005,4256513,47.2792343,-122.3721884
53053940006,1825314,47.2153941,-122.4012241
53053940007,2496121,47.232117,-122.4011947
53053940008,3054129,47.2939996,-122.3954596
53053940009,7882131,47.2296197,-122.312812
53053940010,8838954,47.2059958,-122.301554
53053940011,3753215,47.301143,-122.4159977
53055960100,167384632,48.6419778,-122.890388
53055960300,143421567,48.5712636,-123.1134824
53055960400,15115433,48.5310919,-122.9881427
53055960500,124507042,48.5219398,-122.8719821
53055990100,0,48.693993,-123.267877
53057940200,3252714,48.4914593,-122.6764336
53057940300,48978493,48.4541014,-122.6039283
53057940400,11758010,48.4925951,-122.6505784
53057940500,1429493,48.4954058,-122.6166087
53057940600,2600685,48.4990914,-122.6038281
53057940700,1449913,48.5139077,-122.6243039
53057940800,30854608,48.4154021,-122.5363955
53057950100,59047565,48.5393004,-122.6359788
53057950800,190358722,48.5766605,-122.3897018
53057950900,161829012,48.5966129,-122.1712752
53057951000,368177924,48.5742015,-121.9747479
53057951100,2338804867,48.499449,-121.329368
53057951200,758886971,48.3838788,-121.9535401
53057951300,61386470,48.4587893,-122.1993304
53057951400,9837572,48.4943421,-122.2411983
53057951500,23175878,48.5208123,-122.2464752
53057951600,33611544,48.5108524,-122.3163599
53057951700,3151593,48.467183,-122.3221375
53057951800,10220612,48.4662776,-122.3422279
53057951900,58419612,48.470285,-122.4291068
53057952100,84893411,48.4045311,-122.4384327
53057952200,7064546,48.43986,-122.3421913
53057952301,2586647,48.4355432,-122.3025813
53057952302,13697061,48.448413,-122.2834395
53057952401,1812826,48.413217,-122.3266506
53057952402,11750943,48.4070911,-122.2832995
53057952500,1809496,48.4170171,-122.3390553
53057952600,16953690,48.4045055,-122.3413895
53057952700,163239123,48.3413721,-122.3039518
53057990100,0,48.41533,-122.626353
53059950100,3570786865,46.083448,-121.9117513
53059950200,333978496,45.6637871,-122.0847591
53059950300,77927329,45.730763,-121.9349536
53059950400,219509031,45.7498344,-121.6856841
53059950500,92673945,45.7851341,-121.8925277
53061040100,4798188,48.00415,-122.2197294
53061040200,2565819,48.0027689,-122.1870338
53061040300,1049264,47.9941342,-122.2000385
53061040400,1703150,47.9855126,-122.2166169
53061040500,1802593,47.9849396,-122.1815113
53061040700,2806752,47.9731875,-122.1971281
53061040800,1439692,47.9780755,-122.2204
53061040900,3310640,47.9601341,-122.23608
53061041000,3071966,47.9601839,-122.2135268
53061041100,2719583,47.9446678,-122.2205239
53061041201,1485818,47.9447703,-122.235622
53061041202,2650628,47.9282413,-122.2252643
53061041301,4535241,47.9421471,-122.3007548
53061041303,3800669,47.940822,-122.2465469
53061041304,10270655,47.9448887,-122.2664436
53061041400,3323591,47.9417409,-122.2038365
53061041500,5425482,47.9358943,-122.1869829
53061041601,4672493,47.9162062,-122.1932792
53061041605,2462209,47.9011869,-122.1957841
53061041606,2525924,47.8857346,-122.1969528
53061041607,2915655,47.8983789,-122.1734933
53061041608,3769233,47.8860202,-122.1686508
53061041701,2963221,47.8899399,-122.2149774
53061041703,3698002,47.8599737,-122.2400339
53061041704,4037891,47.8673814,-122.225181
53061041805,3323438,47.9140187,-122.2227026
53061041806,2844374,47.9016434,-122.2302099
53061041808,1690138,47.8907825,-122.2308971
53061041809,1079258,47.8917497,-122.2455166
53061041810,893332,47.8860716,-122.2490656
53061041811,3281569,47.870649,-122.251008
53061041812,1869425,47.8750641,-122.2668834
53061041901,8847183,47.901657,-122.2789279
53061041903,3410937,47.9153115,-122.2579258
53061041904,1429898,47.916772,-122.2388771
53061041905,2227002,47.9014135,-122.2571911
53061042001,4853553,47.9114849,-122.3146889
53061042003,2759151,47.867766,-122.3238457
53061042004,2382614,47.867725,-122.281908
53061042005,6369517,47.8829314,-122.3143611
53061042006,2671334,47.8941034,-122.2989299
53061050101,2562350,47.8604522,-122.3232734
53061050102,1805959,47.8581251,-122.295589
53061050200,4530554,47.8448572,-122.3376212
53061050300,3731257,47.8281986,-122.3577383
53061050401,3336957,47.814751,-122.3495445
53061050402,2845354,47.8043944,-122.3499284
53061050500,3412534,47.8066452,-122.3782361
53061050600,3209644,47.7881057,-122.3881006
53061050700,3083785,47.784647,-122.3650599
53061050800,3193203,47.793236,-122.3490897
53061050900,1497358,47.7859889,-122.337135
53061051000,3339061,47.7926729,-122.3232196
53061051100,2057575,47.7839904,-122.3071252
53061051200,2100184,47.7978124,-122.3058174
53061051300,2952903,47.7923565,-122.2912707
53061051400,4004066,47.8129269,-122.3065992
53061051500,3278705,47.8207652,-122.326415
53061051601,2449362,47.8448185,-122.3092833
53061051602,2051437,47.834005,-122.3155946
53061051701,2491487,47.8299717,-122.2999364
53061051702,2167086,47.8312065,-122.2863838
53061051802,5005391,47.839613,-122.2735752
53061051803,1597958,47.8562368,-122.2815196
53061051804,2355488,47.8572221,-122.2638368
53061051905,5282377,47.816056,-122.2709173
53061051912,13271235,47.7848446,-122.106315
53061051913,3956516,47.7999624,-122.2682556
53061051914,3426956,47.7843486,-122.2726505
53061051915,4144039,47.8060371,-122.2466565
53061051916,2788070,47.7997544,-122.2291906
53061051917,2932937,47.7840394,-122.245169
53061051918,4477555,47.7834467,-122.2143909
53061051921,2453188,47.8208453,-122.2204838
53061051922,3810086,47.8110567,-122.2248515
53061051923,3721344,47.832753,-122.2090344
53061051924,2656034,47.818915,-122.1962239
53061051925,8016246,47.7949725,-122.1910588
53061051926,8484900,47.7937223,-122.1619673
53061051927,4607422,47.835437,-122.2381895
53061051928,2302032,47.8434058,-122.2480891
53061052003,5867889,47.8522285,-122.1797468
53061052004,3315254,47.868695,-122.2071675
53061052005,3589011,47.8578811,-122.2038678
53061052006,1932455,47.8494718,-122.1963226
53061052007,2194442,47.8395035,-122.1993428
53061052104,43467010,47.98669,-122.1669598
53061052105,51596794,47.8770787,-122.096128
53061052107,12464831,47.8242011,-122.1557842
53061052108,23399762,47.8312189,-122.1027589
53061052112,14720116,47.8015535,-122.0715982
53061052113,22147655,47.7926846,-122.0212172
53061052114,6496834,47.8506351,-122.154897
53061052115,3057905,47.8698312,-122.1561865
53061052118,11235889,47.8662947,-122.1319588
53061052203,16233712,47.8782186,-121.9800353
53061052204,9795022,47.8667668,-122.0183865
53061052206,51545059,47.927243,-121.938058
53061052207,66958070,47.9021504,-121.8778153
53061052208,2078470,47.8564399,-121.9845322
53061052209,8504201,47.8308517,-122.0132972
53061052301,39269979,47.9615588,-122.0179744
53061052302,34210958,47.9119988,-122.0322076
53061052401,3869489,47.9255961,-122.0955436
53061052402,2430117,47.9150606,-122.0895205
53061052502,14113259,47.9347064,-122.1187816
53061052503,4996698,47.9864984,-122.1160226
53061052504,7882416,47.9658347,-122.1113084
53061052603,7551803,48.031816,-122.0850872
53061052604,3678287,47.9987277,-122.0936955
53061052605,4726711,48.0191053,-122.0667747
53061052606,13063666,48.0040674,-122.0488494
53061052607,10156198,47.9688262,-122.0745008
53061052701,20451248,48.1245256,-122.1185986
53061052705,15538879,48.0523429,-122.1025251
53061052706,4984608,48.0086872,-122.1211573
53061052707,5286793,48.0261678,-122.1149932
53061052708,3161373,48.0626285,-122.1301068
53061052709,20141505,48.0899357,-122.0985926
53061052803,14113206,48.133519,-122.1638021
53061052804,6935558,48.104593,-122.1599773
53061052805,4252728,48.0861093,-122.1740004
53061052806,3167841,48.0834178,-122.1511314
53061052903,2964291,48.0531551,-122.1722506
53061052904,3492091,48.0510765,-122.149677
53061052905,2046974,48.0675269,-122.173214
53061052906,2418973,48.069198,-122.1536756
53061053101,27408317,48.1730236,-122.2333219
53061053102,24462313,48.1393066,-122.2368928
53061053201,46701566,48.1952183,-122.3171137
53061053202,22207590,48.1425085,-122.3422759
53061053301,24672581,48.2560314,-122.3660164
53061053302,89008258,48.2589939,-122.2781367
53061053400,129785807,48.2773381,-122.146733
53061053504,11961450,48.1809994,-122.1077218
53061053505,49997979,48.1097631,-122.0402996
53061053506,257826188,48.2011528,-121.9823827
53061053507,4770168,48.1643568,-122.1298558
53061053508,14992555,48.1874424,-122.1660905
53061053509,8433366,48.1633404,-122.1616238
53061053602,533603852,48.0123109,-121.6782609
53061053603,41050392,48.0468122,-122.0181379
53061053604,16006808,48.080511,-122.0070399
53061053700,1686845565,48.2371094,-121.4416703
53061053801,1135991067,47.8728737,-121.4464055
53061053802,22508385,47.8752777,-121.832625
53061053803,271341861,47.8955608,-121.6492101
53061940001,50867868,48.0752244,-122.2219406
53061940002,39006158,48.0961405,-122.3026053
53061990002,0,48.0002035,-122.335387
53061990100,0,48.2831458,-122.4110634
53063000200,1881297,47.707707,-117.37095
53063000300,1970737,47.7078414,-117.3870149
53063000400,1923224,47.7078715,-117.4032297
53063000500,1743250,47.7078639,-117.4185054
53063000600,1299934,47.708114,-117.4311015
53063000700,2154894,47.7080925,-117.4451911
53063000800,3571112,47.7204678,-117.4614956
53063000900,4291691,47.7077852,-117.4717467
53063001000,3787215,47.6968414,-117.4739935
53063001100,2302538,47.6929996,-117.4451548
53063001200,1000481,47.6950548,-117.4311576
53063001300,1577450,47.6942591,-117.4183329
53063001400,2617450,47.6909025,-117.4033144
53063001500,2290102,47.6920183,-117.3876644
53063001600,2102595,47.6923205,-117.3712197
53063001800,1601186,47.6791825,-117.3847468
53063001900,1684239,47.6814745,-117.4191814
53063002000,1782234,47.6784159,-117.4317133
53063002100,1221239,47.6785885,-117.4420301
53063002300,2519306,47.6668625,-117.4498224
53063002400,2092898,47.6667098,-117.4230915
53063002500,3145964,47.6725685,-117.4004452
53063002600,1996579,47.6726613,-117.3759376
53063002900,1605294,47.6468258,-117.3541696
53063003000,1420750,47.6505909,-117.3720403
53063003100,2265051,47.6458408,-117.3918401
53063003200,1241811,47.6492994,-117.4146338
53063003500,1628093,47.6575712,-117.4215755
53063003600,4415155,47.6738581,-117.4684527
53063003800,3315780,47.648141,-117.4650779
53063003900,9007770,47.6180431,-117.4222261
53063004000,1551987,47.6458608,-117.4330688
53063004100,1113242,47.6429357,-117.4141235
53063004200,2651374,47.6340716,-117.4184943
53063004300,2305355,47.6229539,-117.413991
53063004400,2038233,47.6210565,-117.3932263
53063004500,2602605,47.6334928,-117.3914198
53063004601,2476031,47.6377312,-117.3709394
53063004602,1643406,47.6342734,-117.3550355
53063004700,3227938,47.6224621,-117.3689136
53063004800,2690659,47.6131105,-117.3562995
53063004900,3973958,47.6062713,-117.3829076
53063005000,10663419,47.5885705,-117.3692775
53063010100,394903919,47.8719046,-117.1122123
53063010201,208440011,47.9501496,-117.2524547
53063010202,184141919,47.8132473,-117.2543268
53063010301,21670514,47.9535286,-117.4678188
53063010303,107132013,47.8828945,-117.4856049
53063010304,186169687,47.995126,-117.4255694
53063010305,64066787,47.8729026,-117.3798351
53063010401,28168917,47.6405937,-117.590724
53063010402,445017736,47.731321,-117.7000917
53063010501,9292933,47.7668478,-117.4170598
53063010503,74106747,47.7855761,-117.4522506
53063010504,9351743,47.8052035,-117.3630427
53063010601,7503588,47.731484,-117.5056498
53063010602,8205943,47.7431921,-117.4892582
53063010700,12169639,47.7412908,-117.4521233
53063010800,1239572,47.7500587,-117.4083743
53063010900,4898936,47.7407719,-117.4218463
53063011000,1960795,47.7209866,-117.423784
53063011101,1917190,47.7222803,-117.4033288
53063011102,2391020,47.7387511,-117.4024276
53063011201,15014579,47.7396162,-117.3775169
53063011202,33157387,47.7409941,-117.3331075
53063011300,18608936,47.7023266,-117.2903039
53063011400,23604498,47.6963573,-117.2102305
53063011500,1075570,47.6868207,-117.2980923
53063011600,1802338,47.6855656,-117.2800786
53063011701,2658665,47.6770916,-117.2834586
53063011702,7197012,47.6811821,-117.2314141
53063011800,2850515,47.6652864,-117.2296372
53063011900,3080709,47.6656051,-117.2506167
53063012000,3171449,47.665847,-117.2719116
53063012100,2536469,47.6641808,-117.2926967
53063012200,10273307,47.6738991,-117.3149784
53063012300,6122883,47.6479837,-117.3223358
53063012401,15354006,47.6272234,-117.2775854
53063012402,31514470,47.5986767,-117.2175267
53063012500,2031118,47.6503225,-117.269864
53063012600,2625437,47.649751,-117.2506235
53063012701,2655324,47.6497342,-117.2289938
53063012702,1437343,47.6369857,-117.2252642
53063012801,2506738,47.6341175,-117.2396481
53063012802,2233683,47.6356725,-117.2599472
53063012901,2764373,47.6645732,-117.208769
53063012902,5261971,47.6424471,-117.207381
53063013000,10806549,47.6484891,-117.1817075
53063013100,24050656,47.6528447,-117.1432323
53063013201,27266404,47.7047884,-117.09595
53063013202,57436553,47.6573459,-117.0576509
53063013300,203989614,47.5544625,-117.1765286
53063013401,20089419,47.6128566,-117.3242842
53063013500,150405222,47.5471883,-117.4225846
