Code, Area (square meter), Latitude, Longitude
53033005400,1199276,47.6486281,-122.3381362
53033005600,3032928,47.6405468,-122.4071053
53033005700,5109618,47.6581015,-122.4137704
53033005801,1814668,47.6548926,-122.3850376
53033005802,3091585,47.6353633,-122.3802928
53033005900,1805736,47.6492259,-122.3685688
53033006000,1351872,47.6432313,-122.3527936
53033006100,1191968,47.644805,-122.3222796
53033006200,2728141,47.6391316,-122.3012264
53033006300,2306076,47.63214,-122.2775439
53033006400,903649,47.6285398,-122.3048258
53033006500,1147618,47.6309633,-122.3177579
53033006600,1099864,47.6286171,-122.3329766
53033006700,1278219,47.6318633,-122.3442667
53033006800,718104,47.6360306,-122.3564653
53033006900,902888,47.6343628,-122.3669714
53033007000,805962,47.6282328,-122.3568062
53033007100,862094,47.6224443,-122.3574017
53033007200,1010265,47.6194539,-122.3431175
53033007300,926050,47.6199882,-122.3335164
53033007401,259384,47.6229244,-122.3246584
53033007402,249281,47.6187608,-122.3244188
53033007500,801542,47.6183915,-122.316886
53033007600,571879,47.6218678,-122.3075858
53033007700,1058324,47.6191203,-122.2973516
53033007800,2109112,47.6141558,-122.2810958
53033007900,698477,47.6143865,-122.3076722
53033008001,502508,47.6150718,-122.3552018
53033008002,229060,47.6120871,-122.3452591
53033008100,827621,47.6058683,-122.3393353
53033008200,366707,47.6103728,-122.331941
53033008300,237442,47.6118178,-122.3280041
53033008400,382616,47.6134675,-122.3239419
53033008500,474314,47.6051118,-122.324947
53033008600,711564,47.6071031,-122.3166894
53033008700,732385,47.6059236,-122.3077909
53033008800,948580,47.6073299,-122.2976324
53033008900,1275571,47.6010291,-122.285229
53033009000,820732,47.5982642,-122.3090976
53033009100,418834,47.5984232,-122.3217544
53033009200,330238,47.6004657,-122.3348315
53033009300,9429073,47.5771253,-122.330936
53033009400,1723073,47.5881924,-122.3098671
53033009500,2596051,47.5783426,-122.2831943
53033009600,1905650,47.5899898,-122.3882351
53033009701,1861357,47.5731929,-122.4101745
53033009702,2219067,47.571927,-122.3960103
53033009800,1930637,47.5719546,-122.383094
53033009900,6566267,47.5794536,-122.3550326
53033010001,2254022,47.5673069,-122.3043618
53033010002,948258,47.576579,-122.3095727
53033010100,2509573,47.5673382,-122.2727022
53033010200,2783290,47.5564564,-122.2517138
53033010300,1660254,47.5541363,-122.282639
53033010401,1616685,47.553203,-122.2956373
53033010402,1798893,47.5537876,-122.3102256
53033010500,1717927,47.5574406,-122.3855495
53033010600,2594296,47.5476485,-122.3918719
53033010701,1453053,47.5450794,-122.3675044
53033010702,784451,47.5468035,-122.3730315
53033010800,4093698,47.5440342,-122.3498743
53033010900,4775571,47.5425052,-122.3199752
53033011001,1070775,47.5383594,-122.2862045
53033011002,1676109,47.540414,-122.2989097
53033011101,1150365,47.539484,-122.2773724
53033011102,1303226,47.5379287,-122.2633613
53033011200,2771967,47.5296655,-122.3262393
53033011300,3157573,47.527369,-122.3448435
53033011401,1233155,47.5297061,-122.362028
53033011402,1186185,47.5206654,-122.3646254
53033011500,1538373,47.5301833,-122.375533
53033011600,3109902,47.5282704,-122.3897768
53033011700,3515612,47.5201432,-122.2828576
53033011800,2301121,47.5168113,-122.2639039
53033011900,3197091,47.5072824,-122.2517998
53033012000,1447511,47.5129291,-122.3806808
53033012100,1721296,47.507595,-122.3873799
53033020100,1766031,47.7707111,-122.387361
53033020200,2591503,47.7716671,-122.3633577
53033020300,2557040,47.7689986,-122.3417532
53033020401,2314353,47.7708202,-122.3195385
53033020402,2786018,47.7695101,-122.297027
53033020500,2722043,47.7562524,-122.3138057
53033020600,1974729,47.7560214,-122.3321002
53033020700,1711192,47.7561637,-122.3473227
53033020800,3114128,47.756977,-122.3716178
53033020900,4725826,47.7432786,-122.3639033
53033021000,2635365,47.7396007,-122.3357847
53033021100,2619717,47.7412054,-122.3128854
53033021300,1785307,47.7402939,-122.286956
53033021400,3132489,47.7507662,-122.2924491
53033021500,3473757,47.7643848,-122.2737863
53033021600,2871800,47.7670311,-122.2582787
53033021700,5652835,47.7642478,-122.2352407
53033021802,4918799,47.7674351,-122.1727302
53033021803,3280558,47.7644711,-122.214431
53033021804,3060844,47.7657857,-122.1964052
53033021903,3131309,47.7175135,-122.1788294
53033021904,3415042,47.7229472,-122.1615802
53033021905,2691309,47.7432107,-122.1814284
53033021906,3835112,47.7406381,-122.1646905
53033022001,4418475,47.7451884,-122.1988998
53033022003,2318479,47.7257309,-122.1982414
53033022005,2422668,47.7116184,-122.193895
53033022006,1408906,47.7043393,-122.1992667
53033022101,3595675,47.7418778,-122.255917
53033022102,4679990,47.7424731,-122.2259261
53033022201,2290374,47.7263403,-122.2320467
53033022202,2613888,47.7206893,-122.2143318
53033022203,3134031,47.7067004,-122.2253264
53033022300,5071408,47.7138279,-122.2495245
53033022400,4621985,47.6859329,-122.2113268
53033022500,3737443,47.6799379,-122.1930142
53033022603,2889066,47.6948197,-122.1716302
53033022604,2955134,47.6762277,-122.1740018
53033022605,4726392,47.6914611,-122.1557449
53033022606,2758090,47.6689188,-122.1547915
53033022701,1503319,47.6548842,-122.2056738
53033022702,2450342,47.6568197,-122.1942746
53033022703,4207620,47.6572914,-122.1758429
53033022801,4864655,47.6464292,-122.1532195
53033022802,2655983,47.6633889,-122.1350051
53033022803,4772680,47.6439331,-122.1312723
53033022901,1485128,47.6366049,-122.1183889
53033022902,3537564,47.6403935,-122.102278
53033023000,3328628,47.6217389,-122.1029997
53033023100,2528130,47.5973601,-122.1103319
53033023201,1589792,47.6186062,-122.1375409
53033023202,1470665,47.6179632,-122.1270727
53033023300,3589674,47.6003452,-122.1289619
53033023401,3741221,47.5867511,-122.1467333
53033023403,3318324,47.5805595,-122.1141855
53033023404,1845141,47.566993,-122.0852255
53033023500,2273133,47.5913824,-122.1728599
53033023601,4602336,47.6104583,-122.171913
53033023603,2028191,47.6173977,-122.1508058
53033023604,2939207,47.599391,-122.153951
53033023700,7531442,47.6327201,-122.1733574
53033023801,3723106,47.5957111,-122.1886971
53033023803,563966,47.6192542,-122.1978583
53033023804,1221174,47.613281,-122.1984643
53033023900,4745879,47.5830772,-122.2002236
53033024000,4684686,47.6273756,-122.2042081
53033024100,4475292,47.6444734,-122.2200163
53033024200,3702851,47.634746,-122.240254
53033024300,4142690,47.5901123,-122.245844
53033024400,1688537,47.5822829,-122.217867
53033024500,3818558,47.5664296,-122.2170417
53033024601,3967837,47.5484565,-122.2237306
53033024602,2896025,47.530691,-122.2339165
53033024701,2739264,47.5614778,-122.1808593
53033024702,6416137,47.5396112,-122.1898817
53033024800,3775631,47.5743916,-122.1521005
53033024901,3183752,47.5633033,-122.1575188
53033024902,2029986,47.5653697,-122.1337183
53033024903,4963583,47.5508498,-122.1412595
53033025001,3531211,47.5379558,-122.1689468
53033025003,6399306,47.5567474,-122.1079835
53033025005,7684833,47.5306824,-122.1466867
53033025006,22399493,47.5269216,-122.0986787
53033025101,2935518,47.509392,-122.1549957
53033025102,6232161,47.4980982,-122.140725
53033025200,4545406,47.5106806,-122.1827454
53033025301,3797094,47.5102693,-122.2031668
53033025302,3993483,47.4920202,-122.2153516
53033025400,2301456,47.4945379,-122.1839111
53033025500,1525767,47.4970783,-122.1699573
53033025601,2894103,47.4827528,-122.1748691
53033025602,5204952,47.4777132,-122.1488815
53033025701,3778558,47.4716049,-122.1913869
53033025702,2860501,47.4638276,-122.1646069
53033025803,1343482,47.4503896,-122.178457
53033025804,2358345,47.4547647,-122.1691692
53033025805,2392256,47.4544039,-122.1939162
53033025806,2936688,47.4550034,-122.2107374
53033026001,2730555,47.4989838,-122.2361571
53033026002,2767313,47.4825107,-122.2239768
53033026100,4299299,47.4910723,-122.2500978
53033026200,15261730,47.4591441,-122.2435898
53033026300,4832112,47.5089352,-122.2891618
53033026400,4775258,47.5090918,-122.3112029
53033026500,1993795,47.5141751,-122.3382257
53033026600,1160397,47.512846,-122.3632681
53033026700,3084838,47.4962149,-122.3638882
53033026801,1541376,47.5076338,-122.3433587
53033026802,2035728,47.497829,-122.3413234
53033027000,1978526,47.4976819,-122.3219067
53033027100,1569803,47.4920446,-122.2998371
53033027200,3323738,47.4867948,-122.2813197
53033027300,3546826,47.4805957,-122.298521
53033027400,3325460,47.4827326,-122.3236114
53033027500,2229520,47.4816357,-122.341172
53033027600,2853268,47.4749473,-122.354653
53033027701,44157316,47.4509608,-122.4764915
53033027702,51484409,47.3954027,-122.4686016
53033027800,2583030,47.4515094,-122.3679231
53033027900,3355577,47.4638936,-122.3478454
53033028000,1950999,47.466716,-122.3244687
53033028100,1585752,47.4687464,-122.2989253
53033028200,2697144,47.4656308,-122.2755633
53033028300,8201009,47.4309168,-122.2693876
53033028402,8492417,47.4504814,-122.3033032
53033028403,2094668,47.4388123,-122.283405
53033028500,3509794,47.4454085,-122.3248135
53033028600,6410989,47.4329749,-122.3446892
53033028700,2675323,47.4212394,-122.3278018
53033028801,5182692,47.4206904,-122.3086544
53033028802,2436529,47.4249416,-122.2880021
53033028901,2296352,47.4026302,-122.3203514
53033028902,2065173,47.399399,-122.3017519
53033029001,2565179,47.3840122,-122.3220799
53033029003,2565863,47.3825299,-122.3057624
53033029004,1830329,47.3798455,-122.2968941
53033029101,3369036,47.3975237,-122.2794706
53033029102,2567134,47.379886,-122.2841327
53033029203,2009022,47.3862784,-122.2313781
53033029204,4234265,47.3955305,-122.2160422
53033029205,1868726,47.3878154,-122.2636313
53033029206,17212462,47.4144378,-122.2433601
53033029303,3609517,47.4368907,-122.2014158
53033029304,4132302,47.4385923,-122.169186
53033029305,2897233,47.4219144,-122.2114434
53033029306,2372865,47.4214221,-122.1801056
53033029307,3808776,47.4218407,-122.1594823
53033029403,2407383,47.4094368,-122.2002607
53033029405,2492141,47.4089183,-122.1759183
53033029406,2616767,47.397426,-122.1786798
53033029407,1360512,47.3942408,-122.2017733
53033029408,1238189,47.3946962,-122.1916681
53033029502,4309767,47.3741574,-122.1753447
53033029503,2361402,47.3763084,-122.2063943
53033029504,1883409,47.3797202,-122.1945496
53033029601,3951035,47.3561518,-122.1841491
53033029602,6658549,47.338352,-122.1880633
53033029700,11064672,47.3647615,-122.2261718
53033029801,7901367,47.3605612,-122.2678695
53033029802,6737769,47.3445746,-122.2747262
53033029901,3848647,47.3240587,-122.282336
53033029902,6301678,47.3204223,-122.2617258
53033030003,4604659,47.3588458,-122.3152313
53033030004,2140370,47.350225,-122.3030953
53033030005,2237120,47.3365003,-122.3025473
53033030006,2071658,47.3240403,-122.3041394
53033030100,5902911,47.3361138,-122.3469054
53033030201,2807514,47.3206275,-122.3485442
53033030202,3266213,47.3244001,-122.3231461
53033030304,7371303,47.2760561,-122.3313814
53033030305,3819394,47.3189889,-122.3888645
53033030306,3705445,47.3130416,-122.3996449
53033030308,2154064,47.3083168,-122.3520249
53033030309,2194431,47.3034954,-122.3372996
53033030310,3205495,47.2901057,-122.3495936
53033030311,1900453,47.3078811,-122.368573
53033030312,1852905,47.2932141,-122.3682009
53033030313,4011901,47.3002653,-122.3139549
53033030314,2492082,47.3080966,-122.3237353
53033030401,12143305,47.2944923,-122.2856128
53033030403,3864080,47.2677479,-122.30923
53033030404,5998045,47.267424,-122.2759315
53033030501,11347164,47.3273852,-122.2353377
53033030503,3233592,47.3425912,-122.2130827
53033030504,1524226,47.3211155,-122.2135048
53033030600,3354002,47.3069144,-122.2074969
53033030700,1563565,47.2971636,-122.2215689
53033030801,6930077,47.2873666,-122.2352954
53033030802,1372874,47.2860456,-122.2137235
53033030901,3179793,47.2808274,-122.2529531
53033030902,3896281,47.2657557,-122.2444934
53033031000,12186374,47.2689535,-122.1862464
53033031100,7334442,47.2909147,-122.1894911
53033031202,66840444,47.2520052,-122.0674874
53033031204,36902174,47.306388,-122.129911
53033031205,5824391,47.3280223,-122.177855
53033031206,3661128,47.3135579,-122.1835289
53033031301,32977499,47.2046996,-122.0589541
53033031302,10823919,47.1859751,-122.0119002
53033031400,6376535,47.206636,-121.9889145
53033031501,161444828,47.32038,-121.8791431
53033031502,1025843811,47.2402889,-121.6344475
53033031601,14669537,47.331213,-122.0859477
53033031603,56005508,47.3236554,-121.991822
53033031604,4155317,47.3543713,-122.0323107
53033031605,15390889,47.3232517,-122.0465811
53033031703,7140464,47.3716888,-122.1484314
53033031704,5745029,47.3486004,-122.1450935
