36061000100,0
36061000201,11
36061000202,11
36061000500,0
36061000600,11
36061000700,2
36061000800,0
36061000900,2
36061001001,13
36061001002,3
36061001200,0
36061001300,73
36061001401,0
36061001402,0
36061001501,72
36061001502,2
36061001600,0
36061001800,1
36061002000,3
36061002100,71
36061002201,1
36061002202,1
36061002400,3
36061002500,70
36061002601,1
36061002602,7
36061002700,70
36061002800,7
36061002900,70
36061003001,2
36061003002,2
36061003100,72
36061003200,8
36061003300,71
36061003400,7
36061003601,3
36061003602,2
36061003700,0
36061003800,8
36061003900,71
36061004000,9
36061004100,72
36061004200,9
36061004300,2
36061004400,7
36061004500,72
36061004700,72
36061004800,8
36061004900,2
36061005000,7
36061005200,8
36061005400,4
36061005501,3
36061005502,2
36061005600,4
36061005700,3
36061005800,6
36061005900,2
36061006000,6
36061006100,8
36061006200,0
36061006300,3
36061006400,8
36061006500,3
36061006600,7
36061006700,2
36061006800,8
36061006900,1
36061007000,2
36061007100,2
36061007200,3
36061007300,2
36061007400,8
36061007500,0
36061007600,10
36061007700,2
36061007800,7
36061007900,0
36061008000,7
36061008100,4
36061008200,14
36061008300,3
36061008400,14
36061008601,0
36061008602,3
36061008603,2
36061008700,5
36061008800,7
36061008900,4
36061009000,6
36061009100,8
36061009200,8
36061009300,7
36061009400,11
36061009500,9
36061009600,11
