13121000100,2
13121000200,18
13121000400,23
13121000500,18
13121000600,20
13121000700,8
13121001001,15
13121001002,12
13121001100,21
13121001201,10
13121001202,10
13121001300,17
13121001400,17
13121001500,9
13121001600,23
13121001700,23
13121001800,20
13121001900,18
13121002100,30
13121002300,826
13121002400,0
13121002500,4
13121002600,110
13121002800,104
13121002900,8
13121003000,8
13121003100,0
13121003200,2
13121003500,128
13121003600,19
13121003700,5
13121003800,5
13121003900,0
13121004000,0
13121004100,0
13121004200,4
13121004300,5
13121004400,8
13121004800,25
13121004900,8
13121005000,10
13121005200,4
13121005300,6
13121005501,2
13121005502,0
13121005700,6
13121005800,4
13121006000,0
13121006100,0
13121006200,0
13121006300,4
13121006400,0
13121006500,8
13121006601,4
13121006602,2
13121006700,16
13121006801,0
13121006802,0
13121006900,0
13121007001,0
13121007002,0
13121007100,0
13121007200,0
13121007300,0
13121007400,0
13121007500,16
13121007602,0
13121007603,2
13121007604,0
13121007703,0
13121007704,0
13121007705,14
13121007706,0
13121007802,2
13121007805,4
13121007806,0
13121007807,8
13121007808,6
13121007900,0
13121008000,0
13121008101,0
13121008102,0
13121008201,0
13121008202,0
13121008301,0
13121008302,0
13121008400,824
13121008500,0
13121008601,8
13121008602,0
13121008700,8
13121008800,0
13121008902,8
13121008903,0
13121008904,0
13121009000,0
13121009101,6
13121009102,4
13121009200,10
13121009300,4
13121009402,7
13121009403,9
13121009404,0
13121009501,2
13121009502,10
13121009601,16
13121009602,18
13121009603,16
13121009700,0
13121009801,0
13121009802,0
13121009900,0
13121010001,2
13121010002,2
13121010106,0
13121010107,0
13121010108,0
13121010110,2
13121010113,0
13121010114,0
13121010115,0
13121010117,0
13121010118,8
13121010119,0
13121010120,0
13121010121,16
13121010122,91
13121010123,101
13121010204,0
13121010205,0
13121010206,8
13121010208,0
13121010209,8
13121010210,0
13121010211,2
13121010212,0
13121010301,2
13121010303,2
13121010304,0
13121010400,19
13121010507,0
13121010508,0
13121010510,14
13121010511,2
13121010512,5
13121010513,5
13121010514,6
13121010515,0
13121010516,2
13121010601,2
13121010603,4
13121010604,65
13121010800,3
13121011000,0
13121011100,0
13121011201,4
13121011202,0
13121011301,0
13121011303,0
13121011305,0
13121011306,0
13121011405,1
13121011410,0
13121011411,0
13121011412,0
13121011414,0
13121011416,0
13121011417,0
13121011418,0
13121011419,0
13121011420,0
13121011421,105
13121011422,0
13121011423,0
13121011424,0
13121011425,0
13121011426,6
13121011427,2
13121011503,2
13121011504,24
13121011505,0
13121011506,0
13121011610,0
13121011611,8
13121011612,0
13121011613,0
13121011614,6
13121011615,6
13121011616,81
13121011617,0
13121011618,2
13121011619,2
13121011620,0
13121011621,0
13121011622,0
13121011623,0
13121011624,0
13121011625,2
13121011626,0
13121011800,2
13121011900,113
13121012000,4
13121012300,0
13121980000,0
