36061000100,0
36061000201,5
36061000202,5
36061000500,0
36061000600,7
36061000700,2
36061000800,4
36061000900,2
36061001001,5
36061001002,1
36061001200,4
36061001300,25
36061001401,6
36061001402,7
36061001501,22
36061001502,2
36061001600,9
36061001800,11
36061002000,5
36061002100,26
36061002201,7
36061002202,8
36061002400,5
36061002500,22
36061002601,7
36061002602,6
36061002700,29
36061002800,5
36061002900,29
36061003001,10
36061003002,10
36061003100,31
36061003200,11
36061003300,35
36061003400,7
36061003601,16
36061003602,18
36061003700,3
36061003800,15
36061003900,32
36061004000,11
36061004100,35
36061004200,15
36061004300,19
36061004400,4
36061004500,42
36061004700,42
36061004800,10
36061004900,20
36061005000,15
36061005200,18
36061005400,16
36061005501,23
36061005502,28
36061005600,13
36061005700,20
36061005800,12
36061005900,19
36061006000,1
36061006100,17
36061006200,0
36061006300,19
36061006400,6
36061006500,22
36061006600,6
36061006700,19
36061006800,14
36061006900,12
36061007000,3
36061007100,18
36061007200,8
36061007300,17
36061007400,10
36061007500,5
36061007600,10
36061007700,14
36061007800,4
36061007900,2
36061008000,10
