USPS,GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                             
GA,13063040614,11937329,2067371,4.609,0.798,33.5211092,-84.3048865
GA,13063040615,3214719,43938,1.241,0.017,33.5415715,-84.3039305
GA,13063040616,6303370,26443,2.434,0.01,33.559949,-84.2945997
GA,13063040617,1080666,5687,0.417,0.002,33.5584265,-84.2673233
GA,13063040619,3651146,73749,1.41,0.028,33.5049362,-84.3790981
GA,13063040620,9065507,86230,3.5,0.033,33.4890457,-84.3662641
GA,13063040621,8034698,0,3.102,0,33.4590317,-84.3496605
GA,13063040622,8244269,121505,3.183,0.047,33.4832775,-84.365509
GA,13063980000,14772919,0,5.704,0,33.6350065,-84.4325793
GA,13065970100,739492084,39964176,285.52,15.43,31.0672218,-82.7733108
GA,13065970200,1333074806,21601384,514.703,8.34,30.8352662,-82.6702248
GA,13067030101,27925656,2821258,10.782,1.089,34.0345154,-84.7073487
GA,13067030103,14715228,1362679,5.682,0.526,34.0520246,-84.6819959
GA,13067030104,4039276,6800,1.56,0.003,34.0724573,-84.6666857
GA,13067030106,3617087,31991,1.397,0.012,34.0689224,-84.6443523
GA,13067030107,4112788,1899,1.588,0.001,34.0741495,-84.6281688
GA,13067030209,13596199,96103,5.25,0.037,33.9371043,-84.6385274
GA,13067030214,10609557,59695,4.096,0.023,34.0160081,-84.6559116
GA,13067030215,7219284,19898,2.787,0.008,34.009831,-84.6329222
GA,13067030218,8963323,116018,3.461,0.045,33.9857237,-84.6530634
GA,13067030219,18556316,170062,7.165,0.066,34.0043367,-84.7048539
GA,13067030220,1815760,4162,0.701,0.002,34.0565079,-84.5606802
GA,13067030222,4502911,84088,1.739,0.032,34.0645204,-84.5781095
GA,13067030223,4389464,112461,1.695,0.043,34.0665875,-84.5979901
GA,13067030224,4573990,13594,1.766,0.005,34.035233,-84.6367121
GA,13067030226,6949955,50643,2.683,0.02,34.0540909,-84.6183024
GA,13067030227,8650098,58046,3.34,0.022,34.0300721,-84.6118113
GA,13067030228,9548632,147755,3.687,0.057,34.0334648,-84.564961
GA,13067030229,12996818,112555,5.018,0.043,34.0216597,-84.5878339
GA,13067030230,15373098,397724,5.936,0.154,33.9851297,-84.6067944
GA,13067030231,14452569,141634,5.58,0.055,33.9629492,-84.6413131
GA,13067030232,10191469,0,3.935,0,33.9113951,-84.6467406
GA,13067030233,7081544,38153,2.734,0.015,33.9141042,-84.6082758
GA,13067030234,11819473,23522,4.564,0.009,33.9135913,-84.7072365
GA,13067030235,12441844,70098,4.804,0.027,33.9283947,-84.6793579
GA,13067030236,5237170,105198,2.022,0.041,33.9814336,-84.7237289
GA,13067030238,10925493,138053,4.218,0.053,33.9525366,-84.7221971
GA,13067030239,19438323,97736,7.505,0.038,33.9666268,-84.6858488
GA,13067030310,8713620,74726,3.364,0.029,34.0673822,-84.542633
GA,13067030311,8465095,155848,3.268,0.06,34.059619,-84.5031369
GA,13067030312,8642442,57338,3.337,0.022,34.0302356,-84.5121134
GA,13067030313,9505075,65513,3.67,0.025,34.0354083,-84.548082
GA,13067030314,7962225,51656,3.074,0.02,34.0295514,-84.4828039
GA,13067030318,11502050,335060,4.441,0.129,33.9455066,-84.4289385
GA,13067030319,6903179,644892,2.665,0.249,33.9675748,-84.394849
GA,13067030320,8898191,309997,3.436,0.12,33.9217087,-84.45224
GA,13067030322,3679036,52252,1.42,0.02,34.0469993,-84.4472175
GA,13067030324,3663685,40329,1.415,0.016,34.0715256,-84.5008181
GA,13067030326,7103182,82610,2.743,0.032,34.0656798,-84.443664
GA,13067030327,4831740,21845,1.866,0.008,34.0249511,-84.4575396
GA,13067030328,6604938,145178,2.55,0.056,34.0229425,-84.4312466
GA,13067030329,4251929,34426,1.642,0.013,34.0010652,-84.4826747
GA,13067030330,6044658,16075,2.334,0.006,33.9906941,-84.4693191
GA,13067030331,6301522,85733,2.433,0.033,34.0016443,-84.4487328
GA,13067030332,3586980,63948,1.385,0.025,33.9852375,-84.4415196
GA,13067030333,7647666,84252,2.953,0.033,33.9662236,-84.4520085
GA,13067030334,3953905,35363,1.527,0.014,33.9714862,-84.426608
GA,13067030335,5166413,112262,1.995,0.043,34.0075935,-84.4120365
GA,13067030336,7453524,221571,2.878,0.086,33.9904162,-84.4121739
GA,13067030337,4551456,127211,1.757,0.049,33.9790594,-84.3993265
GA,13067030339,4167021,393314,1.609,0.152,33.882999,-84.452029
GA,13067030340,4283256,9517,1.654,0.004,34.0517167,-84.465787
GA,13067030341,4648554,2885,1.795,0.001,34.0637418,-84.4796959
GA,13067030342,4661450,143491,1.8,0.055,34.0564773,-84.426398
GA,13067030343,4535468,82317,1.751,0.032,34.033716,-84.417613
GA,13067030344,2315056,22644,0.894,0.009,33.9075148,-84.4754314
GA,13067030345,4231215,64108,1.634,0.025,33.8976294,-84.468274
GA,13067030405,4004908,0,1.546,0,33.9369618,-84.4922624
GA,13067030407,4302203,21316,1.661,0.008,33.9472881,-84.4806579
GA,13067030408,2361603,14357,0.912,0.006,33.9346665,-84.466767
GA,13067030409,3663792,6456,1.415,0.002,33.9655821,-84.4710691
GA,13067030410,4294323,11180,1.658,0.004,33.9588341,-84.488377
GA,13067030411,1997468,3160,0.771,0.001,33.9371615,-84.5025541
GA,13067030412,2006590,5818,0.775,0.002,33.9278965,-84.503699
GA,13067030413,1441740,0,0.557,0,33.9183951,-84.4753523
GA,13067030414,2491141,18830,0.962,0.007,33.9160414,-84.4925295
GA,13067030502,9583247,48216,3.7,0.019,33.9900488,-84.5126394
GA,13067030504,6596328,37943,2.547,0.015,33.9720942,-84.5120484
GA,13067030505,5225818,57159,2.018,0.022,33.96328,-84.5067303
GA,13067030506,8002874,40805,3.09,0.016,33.9974216,-84.5386849
GA,13067030507,6104861,86548,2.357,0.033,34.0070877,-84.5138143
GA,13067030601,9224499,162458,3.562,0.063,33.9970241,-84.5634889
GA,13067030602,15965296,31474,6.164,0.012,33.9690305,-84.570859
GA,13067030700,4307271,0,1.663,0,33.9598687,-84.5382553
GA,13067030800,5666350,5967,2.188,0.002,33.9397344,-84.5258982
GA,13067030901,10666596,50605,4.118,0.02,33.9342401,-84.5843198
GA,13067030902,5093514,2563,1.967,0.001,33.939863,-84.5557923
GA,13067030904,3415475,0,1.319,0,33.9220956,-84.5659958
GA,13067030905,6105151,27393,2.357,0.011,33.9073366,-84.5863344
GA,13067031001,15085833,64594,5.825,0.025,33.9140907,-84.5141139
GA,13067031002,4731420,0,1.827,0,33.9092436,-84.558504
GA,13067031004,4166513,8814,1.609,0.003,33.8929788,-84.5559847
GA,13067031005,5065803,8926,1.956,0.003,33.8927977,-84.5830911
GA,13067031101,3328747,0,1.285,0,33.8927419,-84.5284012
GA,13067031106,8871654,118222,3.425,0.046,33.8638208,-84.57869
GA,13067031108,3347213,12310,1.292,0.005,33.8923309,-84.5078728
GA,13067031110,2704162,0,1.044,0,33.8768783,-84.5232851
GA,13067031111,1955355,0,0.755,0,33.8795357,-84.5002377
GA,13067031112,4085399,0,1.577,0,33.866936,-84.5087129
GA,13067031113,1094182,4879,0.422,0.002,33.9030541,-84.494085
GA,13067031114,2815969,9701,1.087,0.004,33.8912084,-84.48562
GA,13067031115,3660038,14243,1.413,0.005,33.8752006,-84.5514728
GA,13067031116,2739368,0,1.058,0,33.8848474,-84.5424904
GA,13067031117,6050304,76358,2.336,0.029,33.8584638,-84.5511894
GA,13067031118,5029119,46124,1.942,0.018,33.8554556,-84.5269135
GA,13067031205,7251889,317188,2.8,0.122,33.8272323,-84.4758978
GA,13067031206,9169261,36928,3.54,0.014,33.8360125,-84.4997732
GA,13067031207,2787119,49508,1.076,0.019,33.8710765,-84.469271
GA,13067031208,3618167,23897,1.397,0.009,33.8737406,-84.4837332
GA,13067031209,3407076,4863,1.315,0.002,33.8558429,-84.4944273
GA,13067031211,1485558,21165,0.574,0.008,33.8575174,-84.4790865
GA,13067031212,3992899,201052,1.542,0.078,33.8546655,-84.4647072
GA,13067031306,5539850,2515,2.139,0.001,33.8258979,-84.5874948
GA,13067031307,10429374,26122,4.027,0.01,33.8348391,-84.5568121
GA,13067031308,6403616,16824,2.472,0.006,33.8056058,-84.5837978
GA,13067031309,7961900,2518,3.074,0.001,33.7976345,-84.6010109
GA,13067031310,11661966,201022,4.503,0.078,33.7658299,-84.5739798
GA,13067031311,8188766,103813,3.162,0.04,33.783394,-84.5646705
GA,13067031312,12610029,195158,4.869,0.075,33.800621,-84.5436259
GA,13067031313,15498177,135642,5.984,0.052,33.818234,-84.5233038
GA,13067031404,8774712,63982,3.388,0.025,33.836,-84.6062571
GA,13067031405,10158212,0,3.922,0,33.8716571,-84.6136363
GA,13067031406,6235345,0,2.407,0,33.8548908,-84.6079592
GA,13067031408,13934197,35194,5.38,0.014,33.8172758,-84.6615538
GA,13067031409,14121867,4672,5.452,0.002,33.833148,-84.6441417
GA,13067031503,11555790,66354,4.462,0.026,33.8884682,-84.633965
GA,13067031505,10069892,5541,3.888,0.002,33.8591018,-84.6850022
GA,13067031506,9308900,14760,3.594,0.006,33.8775863,-84.6653904
GA,13067031507,3941078,0,1.522,0,33.8666795,-84.6474085
GA,13067031508,12198294,104533,4.71,0.04,33.892322,-84.704128
GA,13067031509,24353052,49853,9.403,0.019,33.8400414,-84.7067038
GA,13069010100,320345857,10222206,123.686,3.947,31.6833607,-82.903916
GA,13069010200,246008620,15130979,94.984,5.842,31.6069836,-82.7422626
GA,13069010300,261008475,14355017,100.776,5.543,31.4748933,-82.6792326
GA,13069010400,29693727,3224797,11.465,1.245,31.5266535,-82.8139555
GA,13069010500,42305388,2291657,16.334,0.885,31.5450683,-82.8867978
GA,13069010600,354584047,13734357,136.906,5.303,31.5128477,-83.0119626
GA,13069010700,87158222,2297595,33.652,0.887,31.4530154,-82.8902499
GA,13069010801,84871062,3386247,32.769,1.307,31.4241568,-82.8007261
GA,13069010802,64424038,5813776,24.874,2.245,31.4008715,-82.7399596
GA,13071970100,290154263,5658989,112.029,2.185,31.2851269,-83.6631309
GA,13071970200,176680699,2777522,68.217,1.072,31.291081,-83.904598
GA,13071970300,46800332,1112747,18.07,0.43,31.2275066,-83.7936625
GA,13071970400,74430175,1049856,28.738,0.405,31.2017594,-83.7009281
GA,13071970500,220130524,3110655,84.993,1.201,31.1499947,-83.597746
GA,13071970600,205729941,3378310,79.433,1.304,31.0873618,-83.7537116
GA,13071970701,41557011,745282,16.045,0.288,31.1355909,-83.7562581
GA,13071970702,3373653,16053,1.303,0.006,31.169762,-83.7767044
GA,13071970800,6536155,47085,2.524,0.018,31.1633109,-83.8001153
GA,13071970900,351289279,7109989,135.634,2.745,31.14919,-83.9179482
GA,13073030102,20434383,2215658,7.89,0.855,33.5504241,-82.065937
GA,13073030103,5109910,0,1.973,0,33.5528239,-82.1085709
GA,13073030105,5693729,0,2.198,0,33.5368371,-82.1004409
GA,13073030106,4845509,38607,1.871,0.015,33.5224312,-82.0810602
GA,13073030201,7084833,9813,2.735,0.004,33.517871,-82.1259632
GA,13073030202,2525446,0,0.975,0,33.5009148,-82.1005663
GA,13073030203,6915834,65361,2.67,0.025,33.4969532,-82.1228268
GA,13073030302,21104533,131174,8.149,0.051,33.4944334,-82.1743163
GA,13073030304,38910897,40433,15.024,0.016,33.5422477,-82.2084717
GA,13073030306,9711949,0,3.75,0,33.5147923,-82.176615
GA,13073030307,11573457,80648,4.469,0.031,33.5366381,-82.1594562
GA,13073030308,21331858,1256596,8.236,0.485,33.5874675,-82.1763052
GA,13073030309,22555795,1374533,8.709,0.531,33.5672751,-82.1288241
GA,13073030401,147329826,39564692,56.884,15.276,33.6498445,-82.2977603
GA,13073030402,215778654,213312,83.313,0.082,33.5560587,-82.3159264
GA,13073030503,96628463,75553,37.308,0.029,33.4296875,-82.2771957
GA,13073030504,57217266,32405,22.092,0.013,33.452316,-82.3283973
GA,13073030505,20061113,35417,7.746,0.014,33.47524,-82.1861728
GA,13073030506,31859682,187149,12.301,0.072,33.4383492,-82.2036971
GA,13073030603,4650535,51746,1.796,0.02,33.520422,-82.101179
GA,13075960100,135641819,3145353,52.372,1.214,31.260579,-83.4413988
GA,13075960200,124005062,4004194,47.879,1.546,31.162992,-83.4832618
GA,13075960300,129966810,2841237,50.18,1.097,31.1619401,-83.390771
GA,13075960400,198837122,5551277,76.771,2.143,31.0703592,-83.4164145
GA,13077170100,221752202,1670938,85.619,0.645,33.386247,-84.9388718
GA,13077170200,38318659,509862,14.795,0.197,33.4180407,-84.8452054
GA,13077170303,59289123,873816,22.892,0.337,33.4810587,-84.7881445
GA,13077170304,29595201,295504,11.427,0.114,33.4335085,-84.7771031
GA,13077170305,27196705,194773,10.501,0.075,33.407538,-84.7563483
GA,13077170306,17740551,149120,6.85,0.058,33.4009766,-84.7274535
GA,13077170402,40735896,471006,15.728,0.182,33.4746222,-84.6321727
GA,13077170403,42007691,421296,16.219,0.163,33.4827732,-84.716895
GA,13077170404,18954688,329418,7.318,0.127,33.4231362,-84.6796763
GA,13077170405,19615264,257636,7.573,0.099,33.3930418,-84.6839626
GA,13077170406,12563039,204666,4.851,0.079,33.4313587,-84.6599249
GA,13077170501,104417669,1426033,40.316,0.551,33.3277464,-84.6450466
GA,13077170502,79156374,723817,30.562,0.279,33.2631534,-84.6093009
GA,13077170503,70902732,1405051,27.376,0.542,33.2834644,-84.5429643
GA,13077170601,23748651,685006,9.169,0.264,33.3546518,-84.7939635
GA,13077170602,9678152,394914,3.737,0.152,33.3663238,-84.7342672
GA,13077170603,31892247,562445,12.314,0.217,33.3463397,-84.7066145
GA,13077170700,37505847,125902,14.481,0.049,33.3439722,-84.8507597
GA,13077170801,138905471,998405,53.632,0.385,33.2754741,-84.8583501
GA,13077170802,117997524,1028342,45.559,0.397,33.2734607,-84.7520389
GA,13079070100,387012426,1459048,149.426,0.563,32.7611127,-84.0540789
GA,13079070201,225460270,1268578,87.051,0.49,32.7256566,-83.8901269
GA,13079070202,229049298,1261354,88.436,0.487,32.6250125,-83.9589909
GA,13081010100,85523422,927806,33.021,0.358,32.0061367,-83.7086543
GA,13081010201,200276614,9877548,77.327,3.814,31.8912845,-83.8548337
GA,13081010202,104855291,8571647,40.485,3.31,31.9977094,-83.8756608
GA,13081010300,138702009,886849,53.553,0.342,31.9365293,-83.6689423
GA,13081010400,17664281,296425,6.82,0.114,31.9464943,-83.7618149
GA,13081010500,158899600,1178817,61.351,0.455,31.8610983,-83.7047528
GA,13083040101,123640892,169553,47.738,0.065,34.9310919,-85.4641634
GA,13083040102,121363142,77960,46.859,0.03,34.792344,-85.5237861
GA,13083040200,102448048,0,39.555,0,34.9221354,-85.5569926
GA,13083040300,103153244,220331,39.828,0.085,34.8023519,-85.4532727
GA,13085970100,305429715,1299180,117.927,0.502,34.4904085,-84.2266728
GA,13085970201,56186174,6466562,21.694,2.497,34.3796747,-84.0131508
GA,13085970202,184426327,1506913,71.207,0.582,34.340069,-84.2614354
GA,13087970100,411109369,3224721,158.73,1.245,30.9420888,-84.4511135
GA,13087970200,442402271,36414959,170.812,14.06,30.9466551,-84.6714011
GA,13087970300,111071996,5416557,42.885,2.091,30.913045,-84.6116392
GA,13087970400,31535813,577815,12.176,0.223,30.9249985,-84.518135
GA,13087970600,38099477,988362,14.71,0.382,30.8606785,-84.5282124
GA,13087970700,278520727,20077404,107.537,7.752,30.7605711,-84.6747947
GA,13087970800,233928126,629909,90.32,0.243,30.7529054,-84.4779499
GA,13089020100,1093979,11802,0.422,0.005,33.7998709,-84.3432667
GA,13089020200,1498999,0,0.579,0,33.7755415,-84.3401025
GA,13089020300,1938932,462,0.749,0,33.76617,-84.3300628
GA,13089020400,1012309,0,0.391,0,33.7660727,-84.3443392
GA,13089020500,1686257,0,0.651,0,33.7526586,-84.3416193
GA,13089020600,1107284,0,0.428,0,33.7576172,-84.3356822
GA,13089020700,1264891,0,0.488,0,33.753896,-84.3249841
GA,13089020801,1385624,0,0.535,0,33.7558508,-84.3162221
GA,13089020802,2743078,0,1.059,0,33.746939,-84.3020683
GA,13089020900,4356691,0,1.682,0,33.7365,-84.3368889
GA,13089021101,3157773,117590,1.219,0.045,33.8890409,-84.340883
GA,13089021102,3586095,16674,1.385,0.006,33.8699172,-84.3381408
GA,13089021202,7295345,84415,2.817,0.033,33.9106209,-84.3293153
GA,13089021204,4681849,0,1.808,0,33.8818172,-84.2990936
GA,13089021208,3571293,0,1.379,0,33.9012148,-84.3036716
GA,13089021209,4832417,14488,1.866,0.006,33.8943519,-84.322269
GA,13089021210,6298751,64252,2.432,0.025,33.9413866,-84.3127008
GA,13089021211,4998298,120110,1.93,0.046,33.9504724,-84.2848305
GA,13089021213,3024519,0,1.168,0,33.9541338,-84.3423465
GA,13089021214,5589125,50148,2.158,0.019,33.9598268,-84.3206253
GA,13089021215,3234628,12306,1.249,0.005,33.9304651,-84.3414249
GA,13089021216,3627748,0,1.401,0,33.9277496,-84.3271691
GA,13089021217,1676803,0,0.647,0,33.9282242,-84.289928
GA,13089021218,2822046,5766,1.09,0.002,33.929067,-84.299677
GA,13089021301,3602281,0,1.391,0,33.9064981,-84.2889927
GA,13089021303,4384931,0,1.693,0,33.9041561,-84.2571404
GA,13089021305,2194379,333334,0.847,0.129,33.9337879,-84.2726586
GA,13089021306,5275665,10018,2.037,0.004,33.918956,-84.2743604
GA,13089021307,3619922,0,1.398,0,33.8909907,-84.2742635
GA,13089021308,2702295,0,1.043,0,33.8758205,-84.2857254
GA,13089021405,2403002,0,0.928,0,33.8571507,-84.3293418
GA,13089021409,1041457,0,0.402,0,33.8610663,-84.2957708
GA,13089021410,2718360,19481,1.05,0.008,33.8546767,-84.3052441
GA,13089021411,1667279,0,0.644,0,33.8667772,-84.329312
GA,13089021412,3134987,0,1.21,0,33.8718337,-84.3152253
GA,13089021413,966127,0,0.373,0,33.8518693,-84.3234915
GA,13089021414,1081330,19743,0.418,0.008,33.8501472,-84.3171589
GA,13089021415,2035082,20978,0.786,0.008,33.8397088,-84.3448974
GA,13089021416,777684,0,0.3,0,33.847324,-84.3339712
GA,13089021417,1886064,38908,0.728,0.015,33.8396707,-84.3342163
GA,13089021502,3543340,1743,1.368,0.001,33.8172846,-84.3411507
GA,13089021503,1925794,11826,0.744,0.005,33.8196554,-84.3273806
GA,13089021504,3725555,39894,1.438,0.015,33.8087264,-84.3224789
GA,13089021602,3189139,0,1.231,0,33.8162885,-84.2960928
GA,13089021603,3843752,0,1.484,0,33.828982,-84.3173982
GA,13089021604,3474054,6552,1.341,0.003,33.8342028,-84.2977135
GA,13089021605,3645601,57368,1.408,0.022,33.8500351,-84.2944229
GA,13089021703,5216260,49971,2.014,0.019,33.8452032,-84.2757092
GA,13089021704,7147289,12335,2.76,0.005,33.8323879,-84.2632943
GA,13089021705,5104631,0,1.971,0,33.8802536,-84.26003
GA,13089021706,5154211,40522,1.99,0.016,33.8621899,-84.2682578
GA,13089021805,6330462,6565,2.444,0.003,33.8347969,-84.2220481
GA,13089021806,11398667,13262,4.401,0.005,33.8424106,-84.1944596
GA,13089021808,3000584,45146,1.159,0.017,33.87553,-84.2410351
GA,13089021809,8524926,128863,3.291,0.05,33.8657494,-84.2154512
GA,13089021810,6495119,108031,2.508,0.042,33.8540204,-84.2415838
GA,13089021812,2036404,0,0.786,0,33.8873533,-84.2373168
GA,13089021813,612391,0,0.236,0,33.9008398,-84.2392557
GA,13089021814,2543318,6858,0.982,0.003,33.8933031,-84.2393036
GA,13089021906,3105115,9801,1.199,0.004,33.8026636,-84.1816631
GA,13089021907,21631154,1747584,8.352,0.675,33.8059464,-84.1476334
GA,13089021908,3358833,96241,1.297,0.037,33.799322,-84.1882997
GA,13089021909,3412961,46583,1.318,0.018,33.7937522,-84.206573
GA,13089021910,3691008,5115,1.425,0.002,33.820396,-84.2038307
GA,13089021911,914301,18595,0.353,0.007,33.8177366,-84.1907575
GA,13089021912,11200051,81969,4.324,0.032,33.8355449,-84.1587129
GA,13089021913,2963398,28290,1.144,0.011,33.8265565,-84.1835182
GA,13089022001,4390191,28805,1.695,0.011,33.8208007,-84.2501876
GA,13089022004,3675848,24860,1.419,0.01,33.8067192,-84.2173507
GA,13089022005,3294029,0,1.272,0,33.7912072,-84.2330493
GA,13089022007,1201289,0,0.464,0,33.8103626,-84.2466272
GA,13089022008,2263632,8855,0.874,0.003,33.7993369,-84.2328445
GA,13089022009,1743334,12183,0.673,0.005,33.8205147,-84.2353738
GA,13089022010,1244460,19837,0.48,0.008,33.8131969,-84.2297644
GA,13089022100,3399075,18701,1.312,0.007,33.7906534,-84.2554567
GA,13089022203,2860123,0,1.104,0,33.7864692,-84.2743533
GA,13089022204,4129546,0,1.594,0,33.8041575,-84.2688192
GA,13089022301,4243530,0,1.638,0,33.7976553,-84.2935166
GA,13089022302,3577639,0,1.381,0,33.8131972,-84.2811217
GA,13089022401,2628815,1936,1.015,0.001,33.7885676,-84.3431167
GA,13089022402,3154703,93500,1.218,0.036,33.7978688,-84.3158463
GA,13089022403,4825771,8932,1.863,0.003,33.7761539,-84.3212938
GA,13089022500,2864362,0,1.106,0,33.7759491,-84.3055206
GA,13089022600,3120852,2179,1.205,0.001,33.7806155,-84.2918776
GA,13089022700,2255190,0,0.871,0,33.7604619,-84.3039394
GA,13089022800,2441020,0,0.942,0,33.7630322,-84.2895841
GA,13089022900,3892005,11142,1.503,0.004,33.75928,-84.2784607
GA,13089023000,1763506,21244,0.681,0.008,33.7708628,-84.2684881
GA,13089023101,3548859,4723,1.37,0.002,33.7439772,-84.2760817
GA,13089023102,2507231,7655,0.968,0.003,33.7646972,-84.2563634
GA,13089023107,3752699,0,1.449,0,33.7496649,-84.2513283
GA,13089023108,3693805,14121,1.426,0.005,33.7452843,-84.2322393
GA,13089023111,2337609,14379,0.903,0.006,33.7574297,-84.2269034
GA,13089023112,2469006,11540,0.953,0.004,33.7648913,-84.2386755
GA,13089023113,2026174,8919,0.782,0.003,33.7788335,-84.2562785
GA,13089023114,2384628,12704,0.921,0.005,33.7808851,-84.2300879
GA,13089023115,677903,0,0.262,0,33.7738177,-84.2414147
GA,13089023204,6684753,76449,2.581,0.03,33.7748198,-84.21084
GA,13089023206,7241822,23350,2.796,0.009,33.7467447,-84.2083098
GA,13089023208,4661873,58887,1.8,0.023,33.7749675,-84.1855843
GA,13089023209,4548440,58945,1.756,0.023,33.7743419,-84.1725253
GA,13089023210,4160793,23951,1.606,0.009,33.7560524,-84.182363
GA,13089023211,2484488,7190,0.959,0.003,33.7409095,-84.1891035
GA,13089023212,3510981,36997,1.356,0.014,33.7402843,-84.1729465
GA,13089023213,5034890,16630,1.944,0.006,33.7216492,-84.2036866
GA,13089023214,6536931,83218,2.524,0.032,33.7169277,-84.1781093
GA,13089023303,19142902,637138,7.391,0.246,33.7165499,-84.0804794
GA,13089023306,12073136,273010,4.661,0.105,33.7538831,-84.1315944
GA,13089023309,5150349,38980,1.989,0.015,33.7215175,-84.1385473
GA,13089023310,7609636,65225,2.938,0.025,33.7095789,-84.1411108
GA,13089023311,4915815,45642,1.898,0.018,33.7788055,-84.1200363
GA,13089023312,8628764,214989,3.332,0.083,33.7745277,-84.1450373
GA,13089023313,4840420,79553,1.869,0.031,33.7349971,-84.124871
GA,13089023314,5114548,125939,1.975,0.049,33.7421026,-84.1599572
GA,13089023315,23310774,363011,9,0.14,33.7541983,-84.066015
GA,13089023316,5290182,698816,2.043,0.27,33.7769524,-84.0942151
GA,13089023410,3227489,14248,1.246,0.006,33.7083201,-84.274474
GA,13089023411,2911643,5127,1.124,0.002,33.7014158,-84.2899992
GA,13089023412,7337122,39338,2.833,0.015,33.7068578,-84.2432559
GA,13089023413,4002629,59664,1.545,0.023,33.6919664,-84.2382775
GA,13089023414,6873894,53383,2.654,0.021,33.6954178,-84.2134147
GA,13089023416,9549537,25530,3.687,0.01,33.6840048,-84.1868629
GA,13089023418,50588966,684292,19.533,0.264,33.6693041,-84.1234814
GA,13089023419,13219770,160271,5.104,0.062,33.6513314,-84.2293681
GA,13089023421,6124826,151243,2.365,0.058,33.6850994,-84.2587867
GA,13089023422,9025827,96541,3.485,0.037,33.6621418,-84.2653477
GA,13089023423,22961201,222962,8.865,0.086,33.6703662,-84.3150551
GA,13089023424,7009568,102318,2.706,0.04,33.6707252,-84.2876716
GA,13089023425,5001824,152541,1.931,0.059,33.6744095,-84.2293056
GA,13089023426,5343764,157665,2.063,0.061,33.6713108,-84.2035103
GA,13089023427,4546311,19477,1.755,0.008,33.6801573,-84.1551616
GA,13089023428,7605314,225366,2.936,0.087,33.6976522,-84.1484865
GA,13089023501,2298295,0,0.887,0,33.7350551,-84.2691203
GA,13089023504,2191654,4935,0.846,0.002,33.724099,-84.2726599
GA,13089023505,2178776,0,0.841,0,33.724001,-84.2588569
GA,13089023506,5372405,3527,2.074,0.001,33.7261788,-84.241601
GA,13089023507,3572093,10948,1.379,0.004,33.7200688,-84.2181027
GA,13089023601,1762680,30216,0.681,0.012,33.7347291,-84.298723
GA,13089023602,2738624,11195,1.057,0.004,33.7219435,-84.2996297
GA,13089023603,2946177,0,1.138,0,33.7196978,-84.2852944
GA,13089023700,4764924,11198,1.84,0.004,33.7313084,-84.3183573
GA,13089023801,4348973,26795,1.679,0.01,33.7174077,-84.3384079
GA,13089023802,9576485,62861,3.698,0.024,33.6940064,-84.3356621
GA,13089023803,4947045,6304,1.91,0.002,33.7070165,-84.3119759
GA,13089980000,644626,96243,0.249,0.037,33.7426368,-84.3022466
GA,13091960100,155750898,2366044,60.136,0.914,32.3645426,-83.2045413
GA,13091960200,158625541,2120883,61.246,0.819,32.2838983,-83.163082
GA,13091960300,247330437,3879778,95.495,1.498,32.1951215,-83.2475704
GA,13091960400,134995872,2478767,52.122,0.957,32.2339487,-83.0850021
GA,13091960500,243242156,1978286,93.916,0.764,32.1191157,-83.029266
GA,13091960600,344434479,5864007,132.987,2.264,32.0276992,-83.2118163
GA,13093970100,303515914,5208266,117.188,2.011,32.2290836,-83.7348936
GA,13093970200,281829114,3807000,108.815,1.47,32.1761692,-83.9267073
GA,13093970300,429774721,4825819,165.937,1.863,32.1044464,-83.759272
GA,13095000100,8159741,48416,3.15,0.019,31.5729385,-84.0898677
GA,13095000200,4852221,97528,1.873,0.038,31.5784225,-84.1295184
GA,13095000400,7270224,136880,2.807,0.053,31.6148622,-84.2003294
GA,13095000501,4495163,64240,1.736,0.025,31.6000283,-84.2294717
GA,13095000502,6868049,67600,2.652,0.026,31.5959171,-84.206922
GA,13095000600,3442098,29651,1.329,0.011,31.5989783,-84.1872372
GA,13095000700,1995414,0,0.77,0,31.5969739,-84.169855
GA,13095000800,1841212,53915,0.711,0.021,31.5853572,-84.1575344
GA,13095000900,2115523,1219,0.817,0,31.5847415,-84.1770157
GA,13095001000,4147810,8488,1.601,0.003,31.5757486,-84.2103397
GA,13095001100,9426201,57100,3.639,0.022,31.5556863,-84.1966039
GA,13095001403,4844533,120559,1.87,0.047,31.5600912,-84.1574869
GA,13095001500,1943212,0,0.75,0,31.5662059,-84.167185
GA,13095010302,7893161,56001,3.048,0.022,31.5940495,-84.1212367
GA,13095010401,18641421,178827,7.197,0.069,31.6059683,-84.255607
GA,13095010402,24626135,214138,9.508,0.083,31.5625629,-84.2635716
GA,13095010403,347123910,5270638,134.025,2.035,31.5190525,-84.3354894
GA,13095010500,24960584,86010,9.637,0.033,31.5201541,-84.2194607
GA,13095010601,2951555,27127,1.14,0.01,31.5466611,-84.1563006
GA,13095010602,83544783,841089,32.257,0.325,31.4835204,-84.1896352
GA,13095010700,13194705,308337,5.095,0.119,31.5563489,-84.1149651
GA,13095010900,16731745,487157,6.46,0.188,31.5136116,-84.1414798
GA,13095011000,57033015,277704,22.021,0.107,31.4747449,-84.1052407
